,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,item,condition,sentence,target,alternative,lstmaugment 0 correct (max),lstmaugment 0 correct (sample),lstmaugment 0 target score,lstmaugment 0 alternative score,lstmaugment 1 correct (max),lstmaugment 1 correct (sample),lstmaugment 1 target score,lstmaugment 1 alternative score,lstmaugment 2 correct (max),lstmaugment 2 correct (sample),lstmaugment 2 target score,lstmaugment 2 alternative score,lstmaugment 3 correct (max),lstmaugment 3 correct (sample),lstmaugment 3 target score,lstmaugment 3 alternative score,lstmaugment 4 correct (max),lstmaugment 4 correct (sample),lstmaugment 4 target score,lstmaugment 4 alternative score,lstmlmaug 0 correct (max),lstmlmaug 0 correct (sample),lstmlmaug 0 target score,lstmlmaug 0 alternative score,lstmlmaug 1 correct (max),lstmlmaug 1 correct (sample),lstmlmaug 1 target score,lstmlmaug 1 alternative score,lstmlmaug 2 correct (max),lstmlmaug 2 correct (sample),lstmlmaug 2 target score,lstmlmaug 2 alternative score,lstmlmaug 3 correct (max),lstmlmaug 3 correct (sample),lstmlmaug 3 target score,lstmlmaug 3 alternative score,lstmlmaug 4 correct (max),lstmlmaug 4 correct (sample),lstmlmaug 4 target score,lstmlmaug 4 alternative score,lstmwiki_lm 0 correct (max),lstmwiki_lm 0 correct (sample),lstmwiki_lm 0 target score,lstmwiki_lm 0 alternative score,lstmwiki_lm 1 correct (max),lstmwiki_lm 1 correct (sample),lstmwiki_lm 1 target score,lstmwiki_lm 1 alternative score,lstmwiki_lm 2 correct (max),lstmwiki_lm 2 correct (sample),lstmwiki_lm 2 target score,lstmwiki_lm 2 alternative score,lstmwiki_lm 3 correct (max),lstmwiki_lm 3 correct (sample),lstmwiki_lm 3 target score,lstmwiki_lm 3 alternative score,lstmwiki_lm 4 correct (max),lstmwiki_lm 4 correct (sample),lstmwiki_lm 4 target score,lstmwiki_lm 4 alternative score,lstmccgjoint 0 correct (max),lstmccgjoint 0 correct (sample),lstmccgjoint 0 target score,lstmccgjoint 0 alternative score,lstmccgjoint 1 correct (max),lstmccgjoint 1 correct (sample),lstmccgjoint 1 target score,lstmccgjoint 1 alternative score,lstmccgjoint 2 correct (max),lstmccgjoint 2 correct (sample),lstmccgjoint 2 target score,lstmccgjoint 2 alternative score,lstmccgjoint 3 correct (max),lstmccgjoint 3 correct (sample),lstmccgjoint 3 target score,lstmccgjoint 3 alternative score,lstmccgjoint 4 correct (max),lstmccgjoint 4 correct (sample),lstmccgjoint 4 target score,lstmccgjoint 4 alternative score,lstmccglm 0 correct (max),lstmccglm 0 correct (sample),lstmccglm 0 target score,lstmccglm 0 alternative score,lstmccglm 1 correct (max),lstmccglm 1 correct (sample),lstmccglm 1 target score,lstmccglm 1 alternative score,lstmccglm 2 correct (max),lstmccglm 2 correct (sample),lstmccglm 2 target score,lstmccglm 2 alternative score,lstmccglm 3 correct (max),lstmccglm 3 correct (sample),lstmccglm 3 target score,lstmccglm 3 alternative score,lstmccglm 4 correct (max),lstmccglm 4 correct (sample),lstmccglm 4 target score,lstmccglm 4 alternative score,gpt2 correct (max),gpt2 correct (sample),gpt2 target score,gpt2 alternative score,lstmaugment_tied 0 correct (max),lstmaugment_tied 0 correct (sample),lstmaugment_tied 0 target score,lstmaugment_tied 0 alternative score,lstmaugment_tied 1 correct (max),lstmaugment_tied 1 correct (sample),lstmaugment_tied 1 target score,lstmaugment_tied 1 alternative score,lstmaugment_tied 2 correct (max),lstmaugment_tied 2 correct (sample),lstmaugment_tied 2 target score,lstmaugment_tied 2 alternative score,lstmaugment_tied 3 correct (max),lstmaugment_tied 3 correct (sample),lstmaugment_tied 3 target score,lstmaugment_tied 3 alternative score
25,25,25,25,25,25,25,25,25,25,25,25,25,HumphreysBock_4_CPC,CPC,The gang near the motorcycles,are,is,100,75.9958063352359,-4.539571285247803,-5.692020893096924,100,52.1151548018818,-5.319497108459473,-5.404153823852539,100,74.62081722327305,-3.83234453201294,-4.910834789276123,100,87.85588622097417,-3.9373412132263184,-5.916194438934326,100,65.71711101490685,-4.940732479095459,-5.591445446014404,0,43.82075574412752,-7.480482578277588,-7.2320427894592285,100,61.17317667291879,-6.172402381896973,-6.626999855041504,100,71.21266228438331,-5.709884166717529,-6.61561918258667,100,61.70708237486684,-6.494045257568359,-6.971179008483887,100,78.42227980503583,-6.119595050811768,-7.410041809082031,100,76.23870974086527,-4.673061370849609,-5.838872909545898,100,70.36864927227501,-5.64481782913208,-6.509732723236084,100,83.54995286411182,-7.192291259765625,-8.817407608032227,100,75.99558017221942,-5.50728178024292,-6.659718990325928,100,96.20317939803004,-4.841465473175049,-8.073763847351074,0,20.09478757824488,-6.511113166809082,-5.130732536315918,0,21.26103182772717,-6.606050491333008,-5.296788215637207,0,39.60394238715008,-5.1946892738342285,-4.772694110870361,0,17.918131804492667,-6.887770652770996,-5.365866661071777,0,31.74954905383579,-5.284968376159668,-4.519662857055664,0,12.2909455836186,-7.757518291473389,-5.792356014251709,0,17.242270698723548,-7.75190544128418,-6.183351993560791,0,22.0207805605006,-7.451644420623779,-6.187188625335693,100,59.87925057132804,-4.552861213684082,-4.9532976150512695,0,10.24600110347023,-8.406434059143066,-6.236248970031738,0,22.179546415021328,-4.180760383605957,-2.9255266189575195,100,66.32185742565906,-3.2276740074157715,-3.905344486236572,100,71.56185049900263,-4.898983955383301,-5.82181453704834,100,60.682319621385474,-4.5101399421691895,-4.944118022918701,100,55.88377306846068,-5.495999336242676,-5.73244571685791
26,26,26,26,26,26,26,26,26,26,26,26,26,HumphreysBock_4_CSC,CSC,The gang near the motorcycle,are,is,0,21.730037454005885,-6.871949672698975,-5.590481281280518,0,12.92969412874479,-6.823694229125977,-4.916504859924316,0,37.37740271829161,-5.31894588470459,-4.802886009216309,0,40.49963871596025,-5.405328750610352,-5.020639419555664,0,18.97419458857545,-6.364046096801758,-4.912358283996582,0,14.76392315441681,-8.235420227050781,-6.482182025909424,0,14.632009982704067,-7.128623962402344,-5.364864349365234,0,11.984262743328047,-7.73609447479248,-5.742173194885254,0,13.182148552248506,-7.702709197998047,-5.817760467529297,0,15.720456710215608,-7.116530418395996,-5.43735408782959,0,30.623864931743384,-6.66181755065918,-5.844054222106934,0,19.7134392812556,-6.831786632537842,-5.42748498916626,0,13.234943061859816,-8.913114547729492,-7.032771110534668,0,20.004829783090667,-6.961561679840088,-5.575569152832031,0,32.272481031737435,-7.439629554748535,-6.698351860046387,0,20.09478757824488,-6.511113166809082,-5.130732536315918,0,21.26103182772717,-6.606050491333008,-5.296788215637207,0,39.60394238715008,-5.1946892738342285,-4.772694110870361,0,17.918131804492667,-6.887770652770996,-5.365866661071777,0,31.74954905383579,-5.284968376159668,-4.519662857055664,0,12.2909455836186,-7.757518291473389,-5.792356014251709,0,17.242270698723548,-7.75190544128418,-6.183351993560791,0,22.0207805605006,-7.451644420623779,-6.187188625335693,100,59.87925057132804,-4.552861213684082,-4.9532976150512695,0,10.24600110347023,-8.406434059143066,-6.236248970031738,0,17.05079998268805,-5.759474754333496,-4.177443504333496,0,26.27387430740665,-4.936540126800537,-3.9047579765319824,0,20.10875661315637,-6.594544887542725,-5.215034008026123,0,15.44401314860481,-6.372030258178711,-4.67183780670166,0,26.6507883511037,-6.354012489318848,-5.341599464416504
27,27,27,27,27,27,27,27,27,27,27,27,27,HumphreysBock_4_PPD,PPD,The bikers on the motorcycles,are,is,100,97.72734649704408,-3.530534267425537,-7.291767597198486,100,91.15171079531784,-4.142461776733398,-6.474762916564941,100,93.30310049051933,-3.68843936920166,-6.322648048400879,100,90.3774735170295,-4.234149932861328,-6.474038124084473,100,93.64632993491024,-4.263491630554199,-6.953984260559082,100,81.9352207282896,-6.6032304763793945,-8.115195274353027,100,81.64223864840264,-5.6067962646484375,-7.099090576171875,100,79.1352529081666,-6.127261161804199,-7.460358619689941,100,56.00947568564393,-5.489258289337158,-5.730804920196533,100,90.442283788194,-4.67091703414917,-6.918280124664307,100,91.01415790513384,-4.477591514587402,-6.792956352233887,100,85.77746204744479,-5.126066207885742,-6.922994613647461,100,90.71292815984096,-6.302995681762695,-8.582072257995605,100,77.17467481637075,-5.313920497894287,-6.532121181488037,100,91.9097973087163,-5.430251121520996,-7.860404968261719,100,59.85978605574172,-4.760473728179932,-5.160099983215332,100,63.75391394913352,-4.824345588684082,-5.389044761657715,100,70.57308629380894,-4.3491950035095215,-5.223934173583984,100,77.2540214525798,-4.122928619384766,-5.345639228820801,100,68.71619398610915,-4.329097747802734,-5.115982055664063,0,42.4529291177009,-5.456141471862793,-5.151934146881104,100,63.1862323464841,-4.105254173278809,-4.645468711853027,0,43.68354090882692,-4.480030059814453,-4.226014614105225,100,69.59898550196992,-3.7654426097869873,-4.593716621398926,100,71.17568785313598,-4.300230503082275,-5.20416259765625,100,94.3255355615716,-2.3669800758361816,-5.177755832672119,100,93.12743232708902,-3.1618356704711914,-5.768266677856445,100,90.68654207207456,-4.2661848068237305,-6.542133331298828,100,85.5411326109414,-3.307373523712158,-5.085062980651856,100,94.6440750936427,-3.08166766166687,-5.953587532043457
28,28,28,28,28,28,28,28,28,28,28,28,28,HumphreysBock_4_PPC,PPC,The bikers near the motorcycles,are,is,100,90.97668900265845,-3.4964513778686523,-5.807243347167969,100,72.9538971866169,-4.143749237060547,-5.13603401184082,100,88.69825845821542,-3.330460786819458,-5.390744209289551,100,93.98838277900958,-3.879570484161377,-6.629047870635986,100,91.85105149121092,-3.384632110595703,-5.806911468505859,100,67.1813812772234,-6.869945526123047,-7.586345672607422,100,88.73097221385876,-5.387021064758301,-7.45057201385498,100,81.26873678845399,-5.047262668609619,-6.514830112457275,100,69.0578445938221,-5.428094387054443,-6.230919361114502,100,87.18926855271869,-5.544203281402588,-7.462001323699951,100,89.31246626730206,-3.650679588317871,-5.77374267578125,100,88.89543817412074,-5.092038154602051,-7.17214298248291,100,90.57588830360076,-6.925858497619629,-9.188775062561035,100,84.02615367443596,-5.084493637084961,-6.744668960571289,100,96.23145395265648,-5.039853572845459,-8.27992057800293,100,65.50488221916454,-5.126680850982666,-5.7679877281188965,100,51.08519437363499,-5.194783687591553,-5.238198280334473,100,68.07508526137947,-4.953818321228027,-5.711042881011963,100,85.9904728614614,-3.245969295501709,-5.0604681968688965,100,74.42334189809013,-3.720311164855957,-4.788400650024414,0,49.02194103038647,-5.646401405334473,-5.607274055480957,0,39.36064743093545,-5.997800827026367,-5.565623283386231,100,50.14995291574711,-5.802786350250244,-5.808784484863281,100,77.78560333429661,-4.530212879180908,-5.78342866897583,100,63.068358758274016,-5.802345275878906,-6.337495803833008,100,92.14266921563127,-2.4461545944213867,-4.908045768737793,100,89.96075036065066,-3.630160331726074,-5.823031425476074,100,85.83516757704518,-3.916598081588745,-5.718264579772949,100,73.7903623043222,-3.623325824737549,-4.658426761627197,100,93.81197515528083,-3.243832588195801,-5.9625091552734375
29,29,29,29,29,29,29,29,29,29,29,29,29,HumphreysBock_4_PSC,PSC,The bikers near the motorcycle,are,is,100,58.62832244740689,-5.237802982330322,-5.586424350738525,100,64.6812142020935,-5.103096008300781,-5.708151817321777,100,60.21915894416697,-5.146708488464356,-5.561313629150391,100,68.74494993017981,-4.779561996459961,-5.567784309387207,100,82.48054692318806,-3.835458278656006,-5.384708881378174,0,31.823639204518727,-7.564841747283935,-6.802953243255615,100,58.3391116112788,-5.73457145690918,-6.071281433105469,0,31.836551852134743,-6.560904502868652,-5.7996110916137695,0,28.423149426019258,-6.696451187133789,-5.772883415222168,0,35.40678683114714,-6.365114212036133,-5.763908386230469,100,64.42423742224427,-5.296796798706055,-5.890622138977051,0,39.167721622552754,-6.2449445724487305,-5.80467700958252,100,55.06114951138282,-7.320605754852295,-7.523747444152832,100,50.41955916775939,-5.776406764984131,-5.793189525604248,0,49.268583977374455,-6.980078220367432,-6.950819492340088,100,65.50488221916454,-5.126680850982666,-5.7679877281188965,100,51.08519437363499,-5.194783687591553,-5.238198280334473,100,68.07508526137947,-4.953818321228027,-5.711042881011963,100,85.9904728614614,-3.245969295501709,-5.0604681968688965,100,74.42334189809013,-3.720311164855957,-4.788400650024414,0,49.02194103038647,-5.646401405334473,-5.607274055480957,0,39.36064743093545,-5.997800827026367,-5.565623283386231,100,50.14995291574711,-5.802786350250244,-5.808784484863281,100,77.78560333429661,-4.530212879180908,-5.78342866897583,100,63.068358758274016,-5.802345275878906,-6.337495803833008,100,75.8688047497497,-4.229444980621338,-5.374945163726807,100,60.52614409656596,-4.438246726989746,-4.865683555603027,0,45.39378527894768,-5.062553882598877,-4.877781391143799,100,54.15021346754774,-4.775531768798828,-4.941923141479492,100,91.16907870159088,-3.564243793487549,-5.89870023727417
30,30,30,30,30,30,30,30,30,30,30,30,30,HumphreysBock_5_CPD,CPD,The hired help in the mansions,are,is,100,86.87592667311245,-6.031107425689697,-7.921140193939209,100,94.01337424531977,-4.84959888458252,-7.603507995605469,100,86.30867211751497,-4.852845668792725,-6.6940131187438965,100,80.83143232618086,-5.591198921203613,-7.030292987823486,100,85.21289346176845,-5.831946849822998,-7.583343982696533,100,87.03066378313568,-7.363010883331299,-9.266683578491213,100,82.51352728537061,-5.502647399902344,-7.054182052612305,100,82.64754459546269,-7.000152587890625,-8.561003684997559,100,64.71695734493707,-6.595999240875244,-7.202620029449463,100,87.0293773821481,-5.695764064788818,-7.59932279586792,100,70.38747712604385,-5.126317977905273,-5.992136001586914,100,65.98507379465568,-7.119387626647949,-7.782016754150391,100,81.48096396152282,-5.858800888061523,-7.340371131896973,100,89.23793902460967,-6.000404357910156,-8.115683555603027,100,93.38766766087112,-6.444930553436279,-9.092753410339355,0,24.241197236363995,-6.577209949493408,-5.437708854675293,0,20.154405663067948,-6.908050537109375,-5.531378746032715,0,21.93432203410705,-6.8452911376953125,-5.575793266296387,0,21.157427046708527,-7.444637298583984,-6.129175186157227,0,39.52239871989852,-6.892817974090576,-6.46741247177124,0,40.04300271483486,-7.3200764656066895,-6.916402816772461,0,36.73307839244684,-7.694622039794922,-7.150937080383301,0,23.784110883385445,-7.839873790740967,-6.675321578979492,0,26.66288912225316,-8.498892784118652,-7.487098693847656,0,27.586638697559,-7.531208515167236,-6.5661492347717285,0,12.757448348713096,-4.48553466796875,-2.562957763671875,100,89.72088804472612,-5.552427291870117,-7.719017028808594,100,92.9427456343566,-5.4087677001953125,-7.986695289611816,100,69.27189249469077,-5.493050575256348,-6.305912017822266,100,93.95499285615077,-6.180184841156006,-8.923768043518066
31,31,31,31,31,31,31,31,31,31,31,31,31,HumphreysBock_5_CPC,CPC,The hired help from the mansions,are,is,100,73.25664247379471,-6.716753005981445,-7.724435806274414,100,94.16403514055304,-5.236687183380127,-8.017685890197754,100,87.4671197031408,-4.955780029296875,-6.898687362670898,100,84.23400246280019,-5.6634135246276855,-7.339156627655029,100,86.69890815938967,-6.3228020668029785,-8.197397232055664,100,94.21529006839587,-6.765336990356445,-9.55570125579834,100,86.36610068225113,-6.378308296203613,-8.224344253540039,100,85.46784197471051,-6.889642715454102,-8.661418914794922,100,66.66966541744847,-6.570152282714844,-7.263434410095215,100,93.00426171398286,-5.534173965454102,-8.1215181350708,100,60.20083508157261,-5.283865928649902,-5.69770622253418,100,89.66357785188073,-6.399334907531738,-8.559725761413574,100,72.26881663032908,-6.450446605682373,-7.408281803131103,100,91.8254174141788,-5.913257598876953,-8.332117080688477,100,91.92563204673225,-7.129040718078613,-9.561326026916504,0,41.38489803594002,-5.813728332519531,-5.465651988983154,0,31.79258993562567,-6.243942737579346,-5.4806227684021,0,40.03177256956048,-6.290669918060303,-5.886528491973877,0,34.533765754610634,-6.86793327331543,-6.228336334228516,0,47.63485406395306,-6.380323886871338,-6.285647392272949,100,61.66617344752346,-6.981437683105469,-7.456840515136719,0,40.27285899530341,-7.808426380157471,-7.414317607879639,0,42.11576996327469,-7.636380672454834,-7.318357944488525,100,56.66332540240347,-7.331567764282227,-7.599695682525635,0,45.44336189181664,-7.638680458068848,-7.455907821655273,0,41.71638865610237,-4.400401592254639,-4.065974712371826,100,56.6132148814278,-5.679384708404541,-5.945472240447998,100,94.144316888491,-6.105923652648926,-8.883339881896973,100,63.34020701817074,-6.054041385650635,-6.600881099700928,100,91.69397432131228,-6.210653781890869,-8.612129211425781
32,32,32,32,32,32,32,32,32,32,32,32,32,HumphreysBock_5_CSC,CSC,The hired help from the mansion,are,is,0,4.8926517209246985,-8.484535217285156,-5.517263412475586,0,11.316364728962578,-7.020272254943848,-4.961446762084961,0,20.77714359655877,-5.267736434936523,-3.9293251037597656,0,38.39008920153608,-5.711992263793945,-5.238968849182129,0,11.567276986147895,-7.665313720703125,-5.631251811981201,0,11.906056110813909,-8.704243659973145,-6.702887058258057,0,8.269716181447956,-7.818747997283935,-5.4124956130981445,0,6.286917181008518,-9.85752296447754,-7.155755996704102,0,20.07366403601839,-7.267665863037109,-5.885969161987305,0,8.805620210187472,-7.54271125793457,-5.205108165740967,0,10.567722659474663,-6.208328723907471,-4.072651386260986,0,8.574654100455305,-8.337373733520508,-5.970661640167236,0,8.048307727221307,-7.915228366851807,-5.479426860809326,0,10.686159241293277,-8.030298233032227,-5.90709114074707,0,13.3779107189991,-8.427225112915039,-6.559275150299072,0,7.019584078620128,-10.758830070495604,-8.175145149230957,0,33.45227743717702,-9.565074920654297,-8.877275466918945,0,9.254832333641046,-10.364239692687988,-8.081330299377441,0,20.07955552526424,-9.532642364501951,-8.151312828063965,0,34.958759517957674,-10.209662437438965,-9.588809967041016,100,58.13390679761427,-10.335216522216797,-10.66348934173584,0,24.23166209706564,-11.76059627532959,-10.620575904846191,0,40.90723231098147,-10.563992500305176,-10.19619083404541,0,20.35081998624365,-10.949995994567873,-9.585485458374023,100,63.70376302942519,-10.228554725646973,-10.79108428955078,0,14.488741029147286,-5.088016510009766,-3.3127403259277344,0,10.715694938445578,-5.766449451446533,-3.6463332176208496,0,37.4254528870881,-7.200381278991699,-6.686373710632324,0,9.390869549174262,-7.174221992492676,-4.907404899597168,0,6.223754461015362,-8.806340217590332,-6.093801975250244
33,33,33,33,33,33,33,33,33,33,33,33,33,HumphreysBock_5_PPD,PPD,The hired servants in the mansions,are,is,100,97.01903411495158,-4.852077007293701,-8.334736824035645,100,96.41590700444084,-4.038074493408203,-7.330240249633789,100,91.70398855311484,-4.916486740112305,-7.319277763366699,100,90.89256570791504,-5.992423534393311,-8.293010711669922,100,89.72289319342195,-6.151144981384277,-8.317952156066895,100,94.7988302413492,-6.245628833770752,-9.148502349853516,100,96.51184388584852,-5.773612022399902,-9.093904495239258,100,85.43073991088826,-6.526248931884766,-8.29504108428955,100,77.2850174739253,-6.850064754486084,-8.074540138244629,100,91.67527763017812,-5.72991943359375,-8.128942489624023,100,94.0776254359296,-4.7719340324401855,-7.537316799163818,100,83.64671741995761,-6.341882705688477,-7.974056243896484,100,91.02812874442266,-6.105064868927002,-8.422139167785645,100,94.36217892236644,-5.327284336090088,-8.144927024841309,100,95.9417564502149,-5.534881114959717,-8.697872161865234,0,22.30989098339701,-6.49362850189209,-5.245930671691895,0,14.6238518764647,-7.864406585693359,-6.099993705749512,0,15.54767583010591,-6.63923454284668,-4.946958541870117,0,14.407374674304672,-8.021421432495117,-6.239562511444092,0,27.74261414695613,-8.283963203430176,-7.326698303222656,0,21.989861615120223,-7.472256183624268,-6.20599889755249,0,21.7124356007108,-8.509697914123535,-7.227194309234619,0,25.95486057701312,-7.429575443267822,-6.381259441375732,0,25.93862525857239,-8.324531555175781,-7.2753705978393555,0,23.564252163704147,-8.11768913269043,-6.940969467163086,100,98.19146118653003,-3.4293508529663086,-7.423750877380371,100,97.54810868053166,-4.416106224060059,-8.099592208862305,100,93.80659179975169,-5.59635066986084,-8.31410026550293,100,83.74349092600298,-5.651174068450928,-7.290439128875732,100,95.31213273172334,-5.8499860763549805,-8.862165451049805
34,34,34,34,34,34,34,34,34,34,34,34,34,HumphreysBock_5_PPC,PPC,The hired servants from the mansions,are,is,100,96.9092584008124,-5.140432357788086,-8.585796356201172,100,96.93099455346756,-4.945432186126709,-8.398077964782715,100,94.24481942995986,-5.143646717071533,-7.939442157745361,100,93.41618689998258,-5.547622680664063,-8.2000732421875,100,86.45531979181715,-6.346762657165527,-8.200396537780762,100,94.28745374328793,-6.420633316040039,-9.224316596984863,100,96.63690021146782,-5.898013591766357,-9.256111145019531,100,91.72980633460912,-6.316756725311279,-8.722946166992188,100,73.36348009734705,-7.643673419952393,-8.656816482543945,100,92.9101107901073,-5.7501325607299805,-8.323095321655273,100,94.4667119041827,-4.537155151367188,-7.37462043762207,100,86.69267123833677,-6.284209728240967,-8.15826416015625,100,93.81664327994524,-6.127807140350342,-8.847288131713867,100,93.09183562072192,-5.576062202453613,-8.176944732666016,100,96.34970781383556,-6.283975601196289,-9.55715274810791,0,33.555111124343256,-6.431899547576904,-5.748715877532959,0,24.86729618576165,-7.175432205200195,-6.069729804992676,0,21.173403389133,-7.137009620666504,-5.822504997253418,0,24.91665789913529,-8.055154800415039,-6.95209264755249,0,28.88724621693545,-7.644104957580566,-6.74323844909668,0,44.83864048298878,-7.856103897094727,-7.648911476135254,0,30.69448089195452,-8.57443618774414,-7.7599945068359375,0,31.317981381699788,-7.904791831970215,-7.119496822357178,100,54.405098435335965,-7.401072978973389,-7.57773494720459,0,40.16279851149803,-7.546387195587158,-7.147700786590576,100,97.7744714293362,-4.219161033630371,-8.001830101013184,100,75.96425121943227,-5.743290901184082,-6.894011497497559,100,92.16388139861608,-6.061763763427734,-8.526588439941406,100,83.34419221055236,-5.925399303436279,-7.535619258880615,100,91.12877417183842,-6.336417675018311,-8.665878295898438
35,35,35,35,35,35,35,35,35,35,35,35,35,HumphreysBock_5_PSC,PSC,The hired servants from the mansion,are,is,100,57.59875069141784,-5.869288444519043,-6.17561149597168,100,69.20640700824396,-6.170670986175537,-6.980457782745361,100,73.82395381372146,-4.223492622375488,-5.260331153869629,100,71.93093074803782,-5.0106611251831055,-5.951699256896973,100,62.42293336812315,-5.561045169830322,-6.068583965301514,100,82.03675067600473,-6.5944437980651855,-8.113283157348633,0,46.40015838688279,-6.47737979888916,-6.333136558532715,0,36.45468859110815,-7.577115535736084,-7.021432399749756,100,55.52110352620144,-7.059511184692383,-7.281259536743164,100,52.03054268898632,-6.075315475463867,-6.156581878662109,100,78.51520922111084,-5.276462554931641,-6.572409629821777,0,38.22826352899219,-6.518646717071533,-6.03877592086792,100,76.22642425031084,-6.40783166885376,-7.572965145111084,0,35.50578339244893,-6.502511024475098,-5.905631065368652,100,56.16797463367161,-6.792830944061279,-7.040812969207764,0,5.40229343818331,-10.26836395263672,-7.405554294586182,0,39.8975959282834,-10.05188274383545,-9.642148971557615,0,7.036159253969003,-9.785137176513672,-7.203989028930664,0,9.90275596987048,-10.715871810913086,-8.507795333862305,0,17.65068617041115,-12.165736198425291,-10.625540733337402,0,30.488281642547964,-11.306604385375977,-10.482451438903809,0,17.49748367409128,-11.776440620422363,-10.225668907165527,0,25.586716269110777,-10.328154563903809,-9.26059341430664,0,19.911904342169905,-9.751808166503906,-8.35999870300293,100,64.32028019042033,-9.746027946472168,-10.335320472717283,100,97.91760732363842,-3.422649383544922,-7.273258209228516,0,44.15460154449038,-5.965936660766602,-5.731046676635742,100,60.11964570635837,-5.696465015411377,-6.106917858123779,100,53.673905782891794,-5.680484771728516,-5.827706336975098,100,51.66440480577113,-7.054513931274414,-7.121114730834961
36,36,36,36,36,36,36,36,36,36,36,36,36,HumphreysBock_6_CPD,CPD,The squad inside the armored vehicles,are,is,100,70.5865620779726,-4.850462913513184,-5.725851058959961,0,41.23669890389865,-5.133084297180176,-4.778895378112793,0,41.15260606472448,-4.541158676147461,-4.183498382568359,100,63.17640444649544,-4.074488162994385,-4.614280223846436,100,68.75970148066786,-5.216265201568604,-6.005174160003662,100,62.507811848126,-6.076377868652344,-6.587536811828613,100,71.81338338041866,-5.524258613586426,-6.459482192993164,100,81.72291553215999,-5.846297740936279,-7.343984127044678,0,28.475563721130825,-6.933935165405273,-6.012942314147949,100,65.5137168602739,-5.287459850311279,-5.929157733917236,100,54.81182237210421,-5.03956937789917,-5.232639789581299,100,74.18400672605297,-5.677348136901856,-6.732902526855469,100,60.36094590853314,-6.36891508102417,-6.789442539215088,100,85.07707209103103,-5.234593868255615,-6.975252628326416,100,81.76551108036428,-5.282327175140381,-6.782867908477783,0,49.90999708359879,-5.404930114746094,-5.40132999420166,100,81.11750585798603,-4.969417572021484,-6.427081108093262,100,74.99090658110357,-3.166571140289306,-4.264698505401611,100,60.06738716041088,-5.063396453857422,-5.471670150756836,100,62.04536432523052,-5.00473690032959,-5.496211051940918,0,47.01386049347626,-5.718286991119385,-5.59869909286499,100,53.77266830242887,-6.256013870239258,-6.40720796585083,100,72.58560962640342,-4.867138862609863,-5.840837478637695,100,65.63196519061346,-4.752163887023926,-5.399099826812744,100,52.88312924837286,-5.177437782287598,-5.292891025543213,0,28.21034736092668,-3.480057954788208,-2.546006441116333,100,89.56051835119241,-4.311269760131836,-6.460589408874512,100,70.88502904111328,-4.229162216186523,-5.118968963623047,0,46.805210263501856,-5.207983493804932,-5.080017566680908,0,38.45473375360727,-3.2232487201690674,-2.752957582473755
37,37,37,37,37,37,37,37,37,37,37,37,37,HumphreysBock_6_CPC,CPC,The squad behind the armored vehicles,are,is,100,80.90179503819071,-5.879374504089356,-7.323016166687012,100,57.4308506145481,-4.679391860961914,-4.978843688964844,100,63.33697383361733,-3.814744472503662,-4.36144495010376,100,64.40106492973428,-4.62821102142334,-5.221025466918945,100,77.75902765733174,-5.27411699295044,-6.5257954597473145,100,54.31555514254745,-6.647003173828125,-6.820055961608887,100,66.13069019224035,-6.0169854164123535,-6.6861090660095215,100,83.5526396856271,-6.161050319671631,-7.786362171173096,0,41.98223898361513,-6.3618574142456055,-6.038354873657227,100,72.54868376200204,-5.730126857757568,-6.70197057723999,100,59.23628921673888,-5.771405220031738,-6.145147323608398,100,68.314685428157,-6.457074165344238,-7.225345611572266,100,53.80596186226492,-7.118698120117188,-7.271231651306152,100,92.5666916802812,-4.974528789520264,-7.496487140655518,100,82.57862776783824,-6.017734527587891,-7.573787689208984,100,56.46096223734094,-5.030967712402344,-5.290859222412109,100,85.19192389749442,-4.259337425231934,-6.009071350097656,100,69.29433957024281,-3.4000778198242188,-4.213994026184082,100,61.996539332316814,-5.05638599395752,-5.545787334442139,100,61.55420384395781,-5.334277153015137,-5.804945945739746,100,51.46051807915515,-5.205381393432617,-5.263818740844727,100,57.66127535469231,-5.762270927429199,-6.071154594421387,100,78.65509435633115,-4.229844093322754,-5.534103393554688,100,74.89495252376656,-4.198807716369629,-5.291825294494629,100,57.19340180383943,-4.920772552490234,-5.210518836975098,0,24.454478155479002,-3.2802395820617676,-2.152317523956299,100,75.10466561722131,-4.753741264343262,-5.857943534851074,100,76.39198682950159,-4.563787937164307,-5.73807954788208,0,49.1963601832827,-4.867643356323242,-4.835494995117188,0,35.44210662175547,-4.08722734451294,-3.487565517425537
